,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
286,Santa Catarina,"Lugares, Cidades e Países",O estado de Santa Catarina é no sul do Brasil.,SANTA CATARINA ESTADO ESTAR SUL BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1270-santacatarina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,santa-catarina,True
287,São Paulo,"Lugares, Cidades e Países",São Paulo é a cidade que tem a maior população.,SAO PAULO CIDADE MAIOR POPULAÇAO BRASIL TODO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1271-saopaulo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg,True,sao-paulo,True
288,Sergipe,"Lugares, Cidades e Países",Sergipe fica na região noroeste.,SERGIPE ESTAR NORDESTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1272-sergipe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,sergipe,True
289,Suécia,"Lugares, Cidades e Países",Meu pai mora na Suécia.,MEU PAI MORAR SUECIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1273-suecia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,suecia,True
291,Tocantins,"Lugares, Cidades e Países",Tocantins é perto da Bahia.,TOCANTINS PERTO BAHIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1275-tocantins.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,tocantins,True
292,Uruguai,"Lugares, Cidades e Países",O Uruguai tem várias praias bonitas.,URUGUAI TER PRAIA BONITA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1276-uruguai.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,uruguai,True
293,Venezuela,"Lugares, Cidades e Países",A Venezuela fica na América do Sul.,VENEZUELA ESTAR AMERICA DO SUL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1277-venezuela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,venezuela,True
294,Viçosa,"Lugares, Cidades e Países",Moro em Viçosa.,EU VIÇOSA MORAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1278-vi%C3%A7osa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,vicosa,True
295,Vitória (Cidade),"Lugares, Cidades e Países",Os meus pais casaram em Vitória/ES.,MEUS PAIS CASAR VITORIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1279-vitoria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,vitoria-(cidade),True
296,Avião,Meios de Transporte,Nunca andei de avião.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01536-Avi%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,aviao,True
297,Barco,Meios de Transporte,Amo passear de barco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01537-Barco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,barco,True
298,Bicicleta,Meios de Transporte,Eu adoro passear de bicicleta,EU ADORAR BICICLETA PASSEAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01123-bicicleta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,bicicleta,True
299,Caminhão,Meios de Transporte,Passa muito caminhão na avenida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01538-Caminh%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,caminhao,True
300,Carro,Meios de Transporte,Minha mãe comprou um carro novo.,MINHA MÃE COMPRAR CARRO NOVO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01124-carro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,carro,True
301,Combustível,Meios de Transporte,"Guardei o carro na garagem, combustível ta caro!",PRECISA PARAR CARRO. COMBUSTIVEL DIMINUIR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1293-combustivel.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,combustivel,True
302,Helicóptero,Meios de Transporte,O meu sonho é andar de helicóptero.,EU SONHO HELICÓPTERO VIAJAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01540-Helicoptero.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,helicoptero,True
303,Jet Ski,Meios de Transporte,Andar de jet ski é muito divertido.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01541-Jet-ski.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,jet-ski,True
304,Meios de Transporte,Meios de Transporte,"Tem vários meios de transporte, porém uso mais ônibus.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01542-Meios-de-transporte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,meios-de-transporte,True
305,Metrô,Meios de Transporte,De metrô é mais rápido do que de ônibus.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01543-Metr%C3%B4.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,metro,True
306,Moto,Meios de Transporte,Quero comprar uma moto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01544-Moto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,moto,True
307,Navio,Meios de Transporte,Foi para a Argentina de navio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01545-Navio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,navio,True
308,Ônibus,Meios de Transporte,É melhor pegar o ônibus para ir para a escola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01546-Onibus.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,onibus,True
309,Ponte,Meios de Transporte,Na cidade tem muitas pontes.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01547-Ponte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,ponte,True
310,Rodoviária,Meios de Transporte,Estou na rodoviária para pegar o ônibus.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01548-Rodoviaria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/22.jpg,True,rodoviaria,True
311,Táxi,Meios de Transporte,"Se ficar bêbado, o melhor é pegar um táxi.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01549-Taxi.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,taxi,True
312,Trem,Meios de Transporte,Melhor viajar de trem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01550-Trem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg,True,trem,True
313,Acetona,Natureza,Preciso de acetona para passar nas minhas unhas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/acetona.mp4,,True,acetona,True
314,Agricultura,Natureza,A agricultura é importante para o Brasil.,AGRICULTURA IMPORTANTE-MUITO BRASIL,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1401-agricultura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,agricultura,True
315,Água,Natureza,Estou cansado. Preciso tomar água.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/agua.mp4,,True,agua,True
316,Álcool,Natureza,Preciso de álcool para colocar fogo no carvão.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alcool.mp4,,True,alcool,True
317,Algodão,Natureza,É muito difícil colher algodão.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/algod%C3%A3o.mp4,,True,algodao,True
319,Areia,Natureza,Em Cabo Frio a areia da praia é branca.,AREIA PRAIA CABO FRIO BRANCA-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1285-areia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,areia,True
320,Árvore,Natureza,Cuidar dos rios é importante para as árvores.,ARVORES IMPORTANTE PORQUE PRESERVAR RIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1308-arvore.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,arvore,True
321,Cachoeira,Natureza,Em Minas Gerais tem muitas cachoeiras.,MINAS GERAIS TER CACHOEIRA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1309-cachoeira.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,cachoeira,True
322,Centímetro,Natureza,O centímetro é uma unidade de medida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cent%C3%ADmetro.mp4,,True,centimetro,True
323,Céu,Natureza,Fico admirando quando olho para o céu.,EU ADORAR ADMIRAR CEU.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1310-ceu.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,ceu,True
324,Chuva,Natureza,A chuva é importante para as plantas.,CHUVA IMPORTANTE PORQUE MOLHAR TERRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1311-chuva.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,chuva,True
325,Cinzas,Natureza,Queimaram a madeira até virar pó.,INCENDIO ACABAR. SO CINZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1290-cinzas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,cinzas,True
326,Cogumelo,Natureza,Alguns cogumelos servem como alimento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cogumelo.mp4,,True,cogumelo,True
327,Colina,Natureza,No sítio da minha avó tem muitas colinas.,SITIO MEU AVO TER COLINA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1313-colina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg,True,colina,True
328,Estrela,Natureza,A bandeira do Brasil tem 27 estrelas.,BANDEIRA BRASIL TER 27 ESTRELA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1315-estrela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,estrela,True
329,Ferrugem,Natureza,Cuidado com a ferrugem para não pegar doenças.,CUIDADO FERRUGEM PORQUE PERIGOSO DOENÇA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1297-ferrugem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,ferrugem,True
330,Flor,Natureza,Amo receber flores.,EU ADORAR GANHAR FLORES.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1316-flor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg,True,flor,True
331,Fumaça,Natureza,"Churrasco é gostoso, mas produz muita fumaça.",CHURRASCO DELICIA MAS FUMAÇA-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1299-fuma%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,fumaca,True
332,Gelo,Natureza,Quero que coloque gelo no suco.,EU QUERO SUCO JUNTO GELO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1300-gelo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,gelo,True
333,Ilha,Natureza,Na Indonésia há várias ilhas paradisíacas.,INDONESIA TER ILHA PARADISIACA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1317-ilha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,ilha,True
334,Lua,Natureza,Amo ver a Lua.,EU ADORAR ADMIRAR LUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1320-lua.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,lua,True
336,Mar,Natureza,Amo nadar no mar.,EU AMAR NADAR MAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1321-mar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,mar,True
337,Montanha,Natureza,Minas Gerais possui muitas montanhas.,MINAS GERAIS TER MONTANHA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1322-montanha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg,True,montanha,True
338,Natureza,Natureza,É importante cuidar da natureza.,IMPORTANTE PRESERVAR NATUREZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1323-natureza.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,natureza,True
339,Neve,Natureza,Minha irmã ama brincar na neve.,MINHA IRMA GOSTAR NEVE BRINCAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1324-neve.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,neve,True
340,Nublado,Natureza,Na minha cidade sempre fica nublado.,MINHA CIDADE DIA NUBLADO MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1325-nublado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,nublado,True
341,Nuvem,Natureza,Hoje têm muitas nuvens.,HOJE TER NUVEM-MUITA CEU.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1326-nuvem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg,True,nuvem,True
342,Pedra,Natureza,Encontrei uma pedra em meu sapato.,DENTRO SAPATO EU ENCONTRAR PEDRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1327-pedra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg,True,pedra,True
343,Praia,Natureza,"No sábado que vem, vou passear na praia.",SABADO PROXIMO EU PASSEAR PRAIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1328-praia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,praia,True
344,Rio,Natureza,O rio da Amazônia é o maior do Brasil.,MINHA CIDADE RIO MEIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1330-rio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,rio,True
345,Sol,Natureza,Tomar sol no horário certo faz bem para saúde.,HORARIO CERTO SOL BOM SAUDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1331-sol.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg,True,sol,True
346,Tempestade,Natureza,Estou sentindo que vai ter uma grande tempestade. É melhor ficar em casa.,TEMPESTADE HOJE MELHOR ESTAR CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1333-tempestade.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,tempestade,True
347,Terra,Natureza,As crianças gostam de brincar na terra.,CRIANÇA GOSTAR BRINCAR TERRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1334-terra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/07.jpg,True,terra,True
348,Terremoto,Natureza,Aqui no Brasil nunca houve terremoto.,BRASIL NAO TER TERREMOTO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1335-terremoto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,terremoto,True
349,Vento,Natureza,Gosto de andar na rua para sentir o vento.,EU GOSTAR CAMINHAR PORQUE SENTIR VENTO PELE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1336-vento.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,vento,True
350,Vulcão,Natureza,Há muitos vulcões inativos no Chile.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vulc%C3%A3o.mp4,,True,vulcao,True
351,Aplicativo,Comunicação e Eletrônicos,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aplicativo.mp4,,True,aplicativo,True
352,Arbitrariedade,Comunicação e Eletrônicos,É difícil entender sobre a arbitrariedade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/arbitrariedade.mp4,,True,arbitrariedade,True
353,Argumento,Comunicação e Eletrônicos,O seu argumento é válido.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/argumento.mp4,,True,argumento,True
354,Banco de dados,Comunicação e Eletrônicos,Ele adicionou isso ao seu banco de dados.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/banco-de-dados.mp4,,True,banco-de-dados,True
355,Câmera,Comunicação e Eletrônicos,Essa câmera é muito cara.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/camera.mp4,,True,camera,True
356,Carta,Comunicação e Eletrônicos,Ontem recebi uma linda carta.,ONTEM CARTA 2p.RECEBER1p. LER BONIT@,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01125-carta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg,True,carta,True
357,Celular,Comunicação e Eletrônicos,Minha namorada comprou um celular com nova tecnologia.,ME@ NAMORAD@ COMPRAR CELULAR NOV@,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01127-celular.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,celular,True
358,Certo,Comunicação e Eletrônicos,"Após a correção dos exercícios, percebi que tudo estava certo.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/certo.mp4,,True,certo,True
359,Código binário,Comunicação e Eletrônicos,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/codigo-binario.mp4,,True,codigo-binario,True
360,Computador,Comunicação e Eletrônicos,Meu computador tem vários arquivos salvos.,EU ARQUIVOS SALVAR MEU COMPUTADOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01128-computador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,computador,True
361,Comunicação,Comunicação e Eletrônicos,"Temos uma ótima comunicação, você entende tudo o que eu digo","NÓS COMUNICAÇÃO BOM, EU FALAR VOCÊ ENTENDER CLARO.",https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01129-comunicacao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,comunicacao,True
362,Convite,Comunicação e Eletrônicos,O convite de casamento ficou muito bonito.,Coisa-retangularCONVITE CASAMENTO BONIT@-MUIT@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01130-convite.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/63.jpg,True,convite,True
363,Correio,Comunicação e Eletrônicos,Preciso pegar a carta no correio.,EU PRECISAR CORREIO EU-IR CARTA PEGAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01131-correio.mp4,,True,correio,True
364,Desligado,Comunicação e Eletrônicos,Meu celular está desligado.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/desligado.mp4,,True,desligado,True
365,E-Mail,Comunicação e Eletrônicos,"Por favor, me envie o e-mail.",FAVOR ENVIAR-E-MAIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01132-emailcorreio-eletronico.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,e-mail,True
